procedure_name	procedure_mode	annotation_source	facade	config_type	result_type	algorithm_family	estimate_method	memory_estimation_status	output_artifact	support_tier	unsupported_reason	confidence	falsifier
gds.graph.project	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphProjectProc.java:52	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphProjectNativeResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.project.cypher	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphProjectProc.java:78	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphProjectCypherResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.project.cypher.estimate	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphProjectProc.java:94	facade.graphCatalog	Map<String,Object> configuration	Stream<MemoryEstimateResult>	graph_catalog	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.project.estimate	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphProjectProc.java:68	facade.graphCatalog	Map<String,Object> configuration	Stream<MemoryEstimateResult>	graph_catalog	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.relationship.write	WRITE	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphWriteRelationshipProc.java:42	facade.graphCatalog	Map<String,Object> configuration	Stream<WriteRelationshipResult>	graph_catalog	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.relationshipProperties.stream	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamRelationshipPropertiesProc.java:44	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphStreamRelationshipPropertiesResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.relationshipProperties.write	WRITE	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphWriteRelationshipPropertiesProc.java:41	facade.graphCatalog	Map<String,Object> configuration	Stream<WriteRelationshipPropertiesResult>	graph_catalog	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.relationshipProperty.stream	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamRelationshipPropertiesProc.java:83	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphStreamRelationshipPropertyResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.relationships.drop	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphDropRelationshipProc.java:40	facade.graphCatalog	graphName, relationshipType, graphName, relationshipType	Stream<GraphDropRelationshipResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog artifact removal	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.relationships.stream	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamRelationshipsProc.java:41	facade.graphCatalog	Map<String,Object> configuration	Stream<TopologyResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.removeNodeProperties	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphDropNodePropertiesProc.java:53	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphDropNodePropertiesResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.sample.cnarw	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphSampleProc.java:71	facade.graphCatalog	Map<String,Object> configuration	Stream<RandomWalkSamplingResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.sample.cnarw.estimate	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphSampleProc.java:82	facade.graphCatalog	Map<String,Object> configuration	Stream<MemoryEstimateResult>	graph_catalog	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.sample.rwr	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphSampleProc.java:44	facade.graphCatalog	Map<String,Object> configuration	Stream<RandomWalkSamplingResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.streamNodeProperties	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamNodePropertiesProc.java:60	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphStreamNodePropertiesResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.streamNodeProperty	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamNodePropertiesProc.java:102	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphStreamNodePropertyResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.streamRelationshipProperties	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamRelationshipPropertiesProc.java:59	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphStreamRelationshipPropertiesResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.streamRelationshipProperty	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphStreamRelationshipPropertiesProc.java:100	facade.graphCatalog	Map<String,Object> configuration	Stream<GraphStreamRelationshipPropertyResult>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Deprecated alias		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.writeNodeProperties	WRITE	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphWriteNodePropertiesProc.java:52	facade.graphCatalog	Map<String,Object> configuration	Stream<NodePropertiesWriteResult>	graph_catalog	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Deprecated alias	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.graph.writeRelationship	WRITE	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphWriteRelationshipProc.java:53	facade.graphCatalog	Map<String,Object> configuration	Stream<WriteRelationshipResult>	graph_catalog	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Deprecated alias	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.hits.stats	READ	proc/centrality/src/main/java/org/neo4j/gds/hits/HitsStatsProc.java:43	facade.algorithms	Map<String,Object> configuration	Stream<HitsStatsResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.hits.stats.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/hits/HitsStatsProc.java:52	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.hits.stream	READ	proc/centrality/src/main/java/org/neo4j/gds/hits/HitsStreamProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<HitsStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.hits.stream.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/hits/HitsStreamProc.java:51	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.hits.write	WRITE	proc/centrality/src/main/java/org/neo4j/gds/hits/HitsWriteProc.java:43	facade.algorithms	Map<String,Object> configuration	Stream<HitsWriteResult>	gds_public_surface	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.hits.write.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/hits/HitsWriteProc.java:52	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.influenceMaximization.celf.mutate	READ	proc/centrality/src/main/java/org/neo4j/gds/influenceMaximization/CELFMutateProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<CELFMutateResult>	gds_public_surface	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.influenceMaximization.celf.mutate.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/influenceMaximization/CELFMutateProc.java:51	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.influenceMaximization.celf.stats.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/influenceMaximization/CELFStatsProc.java:51	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.influenceMaximization.celf.stream	READ	proc/centrality/src/main/java/org/neo4j/gds/influenceMaximization/CELFStreamProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<CELFStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.influenceMaximization.celf.stream.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/influenceMaximization/CELFStreamProc.java:51	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.influenceMaximization.celf.write.estimate	READ	proc/centrality/src/main/java/org/neo4j/gds/influenceMaximization/CELFWriteProc.java:52	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	gds_public_surface	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.internal.graph.sizeOf	READ	proc/catalog/src/main/java/org/neo4j/gds/catalog/GraphMemoryUsageProc.java:38	facade.graphCatalog	graphName	Stream<GraphMemoryUsage>	graph_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Internal surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.k1coloring.stats	READ	proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStatsProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<K1ColoringStatsResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.k1coloring.stream	READ	proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringStreamProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<K1ColoringStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.k1coloring.write	WRITE	proc/community/src/main/java/org/neo4j/gds/k1coloring/K1ColoringWriteProc.java:43	facade.algorithms	Map<String,Object> configuration	Stream<K1ColoringWriteResult>	gds_public_surface	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.kcore.mutate	MUTATE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionMutateSpec.java:35	AlgorithmSpec loaded by procedure-collector	KCoreDecompositionMutateConfig	AlgorithmSpec class KCoreDecompositionMutateSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.kcore.stats	STATS	algorithm-specifications/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionStatsSpec.java:35	AlgorithmSpec loaded by procedure-collector	KCoreDecompositionStatsConfig	AlgorithmSpec class KCoreDecompositionStatsSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.kcore.stream	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionStreamSpec.java:35	AlgorithmSpec loaded by procedure-collector	KCoreDecompositionStreamConfig	AlgorithmSpec class KCoreDecompositionStreamSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.kcore.write	WRITE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/kcore/KCoreDecompositionWriteSpec.java:35	AlgorithmSpec loaded by procedure-collector	KCoreDecompositionWriteConfig	AlgorithmSpec class KCoreDecompositionWriteSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Neo4j write-back or export side effect	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.knn.filtered.mutate	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnMutateProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<KnnMutateResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.knn.filtered.stats	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnStatsProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<KnnStatsResult>	similarity	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.knn.filtered.write	WRITE	proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnWriteProc.java:43	facade.algorithms	Map<String,Object> configuration	Stream<KnnWriteResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.knn.mutate	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/knn/KnnMutateProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<KnnMutateResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.knn.stats	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/knn/KnnStatsProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<KnnStatsResult>	similarity	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.knn.write	WRITE	proc/similarity/src/main/java/org/neo4j/gds/similarity/knn/KnnWriteProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<KnnWriteResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.leiden.stream	READ	proc/community/src/main/java/org/neo4j/gds/leiden/LeidenStreamProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<LeidenStreamResult>	community	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.license.state	READ_DEFAULT	proc/sysinfo/src/main/java/org/neo4j/gds/LicenseStateProc.java:34	facade.licenseStateResult	Procedure parameters	Stream<LicenseStateResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.list	READ_DEFAULT	proc/misc/src/main/java/org/neo4j/gds/ListProc.java:57	Neo4j procedure facade or local method	name	Stream<ListResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.listProgress	READ_DEFAULT	proc/misc/src/main/java/org/neo4j/gds/ListProgressProc.java:49	facade.operations	jobId	Stream<ProgressResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.localClusteringCoefficient.mutate	MUTATE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/LocalClusteringCoefficientMutateSpec.java:34	AlgorithmSpec loaded by procedure-collector	LocalClusteringCoefficientMutateConfig	AlgorithmSpec class LocalClusteringCoefficientMutateSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.localClusteringCoefficient.stats	STATS	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/LocalClusteringCoefficientStatsSpec.java:34	AlgorithmSpec loaded by procedure-collector	LocalClusteringCoefficientStatsConfig	AlgorithmSpec class LocalClusteringCoefficientStatsSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.localClusteringCoefficient.stream	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/LocalClusteringCoefficientStreamSpec.java:34	AlgorithmSpec loaded by procedure-collector	LocalClusteringCoefficientStreamConfig	AlgorithmSpec class LocalClusteringCoefficientStreamSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.localClusteringCoefficient.stream	READ	proc/community/src/main/java/org/neo4j/gds/triangle/LocalClusteringCoefficientStreamProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<LocalClusteringCoefficientStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.localClusteringCoefficient.write	WRITE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/LocalClusteringCoefficientWriteSpec.java:34	AlgorithmSpec loaded by procedure-collector	LocalClusteringCoefficientWriteConfig	AlgorithmSpec class LocalClusteringCoefficientWriteSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Neo4j write-back or export side effect	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.maxkcut.mutate	MUTATE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutMutateSpec.java:36	AlgorithmSpec loaded by procedure-collector	ApproxMaxKCutMutateConfig	AlgorithmSpec class ApproxMaxKCutMutateSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.maxkcut.stream	MUTATE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/approxmaxkcut/ApproxMaxKCutStreamSpec.java:37	AlgorithmSpec loaded by procedure-collector	ApproxMaxKCutStreamConfig	AlgorithmSpec class ApproxMaxKCutStreamSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.memory.list	READ_DEFAULT	proc/misc/src/main/java/org/neo4j/gds/memory/MemoryProc.java:37	facade.list	Procedure parameters	Stream<UserEntityMemory>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.memory.summary	READ_DEFAULT	proc/misc/src/main/java/org/neo4j/gds/memory/MemoryProc.java:43	facade.memorySummary	Procedure parameters	Stream<UserMemorySummary>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.ml.kge.predict.mutate	READ	proc/machine-learning/src/main/java/org/neo4j/gds/ml/kge/KGEPredictMutateProc.java:38	facade.algorithms	Map<String,Object> configuration	Stream<KGEMutateResult>	machine_learning_kge	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Internal surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.ml.kge.predict.mutate	MUTATE_RELATIONSHIP	proc/machine-learning/src/main/java/org/neo4j/gds/ml/kge/KGEPredictMutateSpec.java:37	AlgorithmSpec loaded by procedure-collector	KGEPredictMutateConfig	AlgorithmSpec class KGEPredictMutateSpec	machine_learning_kge	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.ml.kge.predict.stream	READ	proc/machine-learning/src/main/java/org/neo4j/gds/ml/kge/KGEPredictStreamProc.java:38	facade.algorithms	Map<String,Object> configuration	Stream<KGEStreamResult>	machine_learning_kge	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Internal surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.ml.kge.predict.stream	STREAM	proc/machine-learning/src/main/java/org/neo4j/gds/ml/kge/KGEPredictStreamSpec.java:37	AlgorithmSpec loaded by procedure-collector	KGEPredictStreamConfig	AlgorithmSpec class KGEPredictStreamSpec	machine_learning_kge	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.ml.kge.predict.write	WRITE	proc/machine-learning/src/main/java/org/neo4j/gds/ml/kge/KGEPredictWriteProc.java:39	facade.algorithms	Map<String,Object> configuration	Stream<KGEWriteResult>	machine_learning_kge	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Internal surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
