inventory_row_id	procedure_name	surface_kind	family	mode	is_estimate	source_file	source_line	config_type	result_type	estimate_path	support_status	unsupported_error_code	unsupported_message_shape	result_schema_behavior	first_canary_or_test	evidence_confidence	notes
482	gds.randomWalk.stream	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/randomwalk/RandomWalkStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-482	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
483	gds.randomWalk.stream.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/randomwalk/RandomWalkStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/randomwalk/RandomWalkStreamProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-483	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
484	gds.shortestPath.astar.mutate	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-484	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
485	gds.shortestPath.astar.mutate.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarMutateProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-485	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
486	gds.shortestPath.astar.stream	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-486	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
487	gds.shortestPath.astar.stream.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarStreamProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-487	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
488	gds.shortestPath.astar.write	procedure	path-finding	WRITE	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-488	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
489	gds.shortestPath.astar.write.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarWriteProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-489	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
490	gds.shortestPath.dijkstra.mutate	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-490	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
491	gds.shortestPath.dijkstra.mutate.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraMutateProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-491	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
492	gds.shortestPath.dijkstra.stream	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-492	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
493	gds.shortestPath.dijkstra.stream.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraStreamProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-493	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
494	gds.shortestPath.dijkstra.write	procedure	path-finding	WRITE	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-494	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
495	gds.shortestPath.dijkstra.write.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraWriteProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-495	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
496	gds.shortestPath.yens.mutate	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-496	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
497	gds.shortestPath.yens.mutate.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensMutateProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-497	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
498	gds.shortestPath.yens.stream	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-498	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
499	gds.shortestPath.yens.stream.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensStreamProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-499	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
500	gds.shortestPath.yens.write	procedure	path-finding	WRITE	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-500	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
501	gds.shortestPath.yens.write.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensWriteProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-501	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
502	gds.spanningTree.mutate	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeMutateProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-502	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
503	gds.spanningTree.mutate.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeMutateProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeMutateProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-503	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
504	gds.spanningTree.stats	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeStatsProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-504	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
505	gds.spanningTree.stats.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeStatsProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeStatsProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-505	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
506	gds.spanningTree.stream	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeStreamProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-506	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
507	gds.spanningTree.stream.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeStreamProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeStreamProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-507	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
508	gds.spanningTree.write.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeWriteProc.java	52	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeWriteProc.java:52	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-508	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
509	gds.spanningTree.write	procedure	path-finding	WRITE	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/spanningtree/SpanningTreeWriteProc.java	43	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-509	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
510	gds.steinerTree.mutate	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeMutateProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-510	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
511	gds.steinerTree.mutate.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeMutateProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeMutateProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-511	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
512	gds.steinerTree.stats	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeStatsProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-512	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
513	gds.steinerTree.stats.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeStatsProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeStatsProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-513	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
514	gds.steinerTree.stream	procedure	path-finding	READ	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeStreamProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-514	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
515	gds.steinerTree.stream.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeStreamProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeStreamProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-515	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
516	gds.steinerTree.write	procedure	path-finding	WRITE	no	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeWriteProc.java	43	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-516	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
517	gds.steinerTree.write.estimate	procedure	path-finding	READ	yes	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeWriteProc.java	52	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/path-finding/src/main/java/org/neo4j/gds/paths/steiner/SteinerTreeWriteProc.java:52	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-517	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
518	gds.beta.pipeline.drop	procedure	pipeline-catalog	READ	no	gitrefrepo/neo4j-gds-src/proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineDropProc.java	49	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-518	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
519	gds.beta.pipeline.exists	procedure	pipeline-catalog	READ	no	gitrefrepo/neo4j-gds-src/proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineExistsProc.java	46	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-519	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
520	gds.beta.pipeline.list	procedure	pipeline-catalog	READ	no	gitrefrepo/neo4j-gds-src/proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineListProc.java	47	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-520	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
521	gds.pipeline.drop	procedure	pipeline-catalog	READ	no	gitrefrepo/neo4j-gds-src/proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineDropProc.java	40	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-521	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
522	gds.pipeline.exists	procedure	pipeline-catalog	READ	no	gitrefrepo/neo4j-gds-src/proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineExistsProc.java	40	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-522	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
523	gds.pipeline.list	procedure	pipeline-catalog	READ	no	gitrefrepo/neo4j-gds-src/proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineListProc.java	41	NeedsSource	NeedsSource	NotApplicable	P0-RegisteredCompatible	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-523	DirectSource	Metadata or catalog-facing surface; implement registry behavior before algorithm kernels.
524	gds.alpha.knn.filtered.mutate	procedure	similarity	READ	no	gitrefrepo/neo4j-gds-src/proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnMutateProc.java	60	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-524	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
525	gds.alpha.knn.filtered.stats	procedure	similarity	READ	no	gitrefrepo/neo4j-gds-src/proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnStatsProc.java	60	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-525	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
526	gds.alpha.knn.filtered.stream	procedure	similarity	READ	no	gitrefrepo/neo4j-gds-src/proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnStreamProc.java	60	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-526	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
527	gds.alpha.knn.filtered.write	procedure	similarity	WRITE	no	gitrefrepo/neo4j-gds-src/proc/similarity/src/main/java/org/neo4j/gds/similarity/filteredknn/FilteredKnnWriteProc.java	61	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-527	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
528	gds.alpha.nodeSimilarity.filtered.mutate	procedure	similarity	READ	no	gitrefrepo/neo4j-gds-src/proc/similarity/src/main/java/org/neo4j/gds/similarity/filterednodesim/FilteredNodeSimilarityMutateProc.java	62	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-528	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
